DV,IV,Moderator,Transform,Term,Coefficient,StdErr,t-value,p-value,N_Obs,R_Squared,Adj_R_Squared,f_squared,f_squared_interp,Centering_Used,Path
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,log,iv1_public_health_policy_log_x_mo1_genai_capabilities_log,-0.033679,0.050149,-0.671583,0.501923,2109,0.265315,0.261109,0.000215,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,log,population,-0.000000,0.000000,-4.105112,0.000042,2109,0.265315,0.261109,0.000215,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,log,div_2,0.230926,0.057048,4.047915,0.000054,2109,0.265315,0.261109,0.000215,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,log,div_3,0.336052,0.052960,6.345427,0.000000,2109,0.265315,0.261109,0.000215,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,log,div_4,0.272253,0.051872,5.248598,0.000000,2109,0.265315,0.261109,0.000215,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,log,div_5,0.503888,0.054400,9.262665,0.000000,2109,0.265315,0.261109,0.000215,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,log,div_6,0.173140,0.052120,3.321977,0.000909,2109,0.265315,0.261109,0.000215,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,log,div_7,0.443144,0.053246,8.322553,0.000000,2109,0.265315,0.261109,0.000215,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,log,div_8,-0.093638,0.054394,-1.721485,0.085310,2109,0.265315,0.261109,0.000215,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,log,div_9,-0.110835,0.056884,-1.948422,0.051498,2109,0.265315,0.261109,0.000215,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,const,937.940338,51.379285,18.255224,0.000000,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,iv1_public_health_policy_win,-4.456005,17.218363,-0.258794,0.795820,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,mo1_genai_capabilities_win_centered,-49.763573,16.620443,-2.994118,0.002785,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,iv1_public_health_policy_win_x_mo1_genai_capabilities_win,-1.955990,21.429329,-0.091276,0.927282,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,population,-0.000109,0.000019,-5.727981,0.000000,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_2,238.112270,57.049432,4.173789,0.000031,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_3,388.714405,52.949852,7.341180,0.000000,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_4,305.200847,51.867625,5.884226,0.000000,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_5,585.862528,54.382685,10.772961,0.000000,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_6,209.548809,52.109147,4.021344,0.000060,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_7,520.006453,53.232410,9.768606,0.000000,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_8,-1.261672,54.385356,-0.023199,0.981494,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo1_genai_capabilities,winsor,div_9,-51.162143,56.877669,-0.899512,0.368483,2109,0.283082,0.278977,0.000004,Negligible effect,True,iv1_public_health_policy_x_mo1_genai_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,const,916.725935,63.240820,14.495795,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,iv1_public_health_policy,-7.232337,21.222231,-0.340791,0.733295,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,mo2_robotics_capabilities_centered,-25.009487,4.140287,-6.040521,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,iv1_public_health_policy_x_mo2_robotics_capabilities,0.175668,5.382590,0.032636,0.973968,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,population,-0.000095,0.000024,-4.015347,0.000061,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,div_2,260.610982,70.420757,3.700769,0.000220,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,div_3,452.599883,65.288616,6.932294,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,div_4,340.933393,64.013921,5.325926,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,div_5,680.335515,66.809472,10.183219,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,div_6,230.477346,64.092992,3.595984,0.000331,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,div_7,584.090862,65.490670,8.918688,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,div_8,-9.438940,66.829068,-0.141240,0.887694,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,raw,div_9,-31.095365,70.012579,-0.444140,0.656987,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,const,-0.682562,0.124547,-5.480345,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,iv1_public_health_policy_z,-0.007446,0.021850,-0.340791,0.733295,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,mo2_robotics_capabilities_z_centered,-0.176816,0.019395,-9.116428,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,iv1_public_health_policy_z_x_mo2_robotics_capabilities_z,0.000622,0.019070,0.032636,0.973968,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,population,-0.000000,0.000000,-4.015347,0.000061,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,div_2,0.537437,0.145223,3.700769,0.000220,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,div_3,0.933360,0.134639,6.932294,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,div_4,0.703079,0.132011,5.325926,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,div_5,1.403001,0.137776,10.183219,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,div_6,0.475295,0.132174,3.595984,0.000331,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,div_7,1.204523,0.135056,8.918688,0.000000,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,div_8,-0.019465,0.137816,-0.141240,0.887694,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,zscore,div_9,-0.064125,0.144381,-0.444140,0.656987,2109,0.271331,0.267159,0.000001,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,const,6.814353,0.050344,135.355208,0.000000,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,iv1_public_health_policy_log,-0.020432,0.024381,-0.838059,0.402093,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,mo2_robotics_capabilities_log_centered,-0.073914,0.012062,-6.127789,0.000000,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,iv1_public_health_policy_log_x_mo2_robotics_capabilities_log,-0.013931,0.022842,-0.609902,0.541993,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,population,-0.000000,0.000000,-2.220444,0.026495,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,div_2,0.244239,0.056045,4.357893,0.000014,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,div_3,0.358156,0.051959,6.893053,0.000000,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,div_4,0.293110,0.050924,5.755881,0.000000,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,div_5,0.508332,0.053207,9.553908,0.000000,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,div_6,0.177062,0.051023,3.470233,0.000531,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,div_7,0.446772,0.052155,8.566280,0.000000,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,div_8,-0.088599,0.053223,-1.664663,0.096129,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,log,div_9,-0.086132,0.055723,-1.545732,0.122320,2109,0.291916,0.287862,0.000177,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,const,910.623719,50.286501,18.108711,0.000000,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,iv1_public_health_policy_win,-1.607949,16.872943,-0.095297,0.924088,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,mo2_robotics_capabilities_win_centered,-21.673712,3.390390,-6.392690,0.000000,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,iv1_public_health_policy_win_x_mo2_robotics_capabilities_win,-2.825821,4.428068,-0.638161,0.523439,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,population,-0.000086,0.000019,-4.548974,0.000006,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,div_2,257.348102,55.999631,4.595532,0.000005,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,div_3,423.419346,51.908550,8.157025,0.000000,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,div_4,336.859411,50.901121,6.617917,0.000000,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,div_5,603.002261,53.121765,11.351322,0.000000,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,div_6,227.471813,50.965089,4.463287,0.000008,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,div_7,534.955084,52.073896,10.272999,0.000000,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,div_8,17.113442,53.139935,0.322045,0.747451,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv1_public_health_policy,mo2_robotics_capabilities,winsor,div_9,-16.257538,55.676537,-0.292000,0.770316,2109,0.310815,0.306870,0.000194,Negligible effect,True,iv1_public_health_policy_x_mo2_robotics_capabilities_to_dv1_healthcare_access
dv1_healthcare_access,iv2_physical_environment,mo1_genai_capabilities,raw,const,1007.356218,61.158231,16.471311,0.000000,2109,0.261464,0.257235,0.000381,Negligible effect,True,iv2_physical_environment_x_mo1_genai_capabilities_to_dv1_healthcare_access
