dv,moderator,chr_feature,beta_interaction,p_value,ci_low,ci_high,n_obs,fit_error
preventable_hospital_stays_raw_value,MO15,poor_physical_health_days_raw_value,-5.427644481327627,6.514910914908587e-07,-7.565807654065543,-3.28948130858971,3065,0
preventable_hospital_stays_raw_value,MO11,adult_smoking_ci_low,-86.67947580203798,1.2464588866482839e-06,-121.72174919366626,-51.63720241040972,3065,0
preventable_hospital_stays_raw_value,MO12,adult_smoking_ci_low,-78.63921606481836,1.482272771601722e-06,-110.65884420863338,-46.61958792100332,3065,0
preventable_hospital_stays_raw_value,MO12,median_household_income_ci_low,0.00017374011936237347,1.7426189424909227e-06,0.00010251841809149205,0.0002449618206332549,3065,0
preventable_hospital_stays_raw_value,MO11,frequent_physical_distress_ci_high,-126.17938110333154,2.4117248167402085e-06,-178.62545462005707,-73.733307586606,3065,0
preventable_hospital_stays_raw_value,MO13,median_household_income_ci_low,0.00017673339568020403,2.6113799077279195e-06,0.00010302116384305326,0.0002504456275173548,3065,0
preventable_hospital_stays_raw_value,MO11,median_household_income_raw_value,0.0001702852682079166,2.683973739531249e-06,9.917764174060094e-05,0.00024139289467523225,3065,0
preventable_hospital_stays_raw_value,MO11,child_care_cost_burden_denominator,0.0001702852682079166,2.683973739531249e-06,9.917764174060094e-05,0.00024139289467523225,3065,0
preventable_hospital_stays_raw_value,MO12,poor_physical_health_days_raw_value,-4.25938774816429,2.7718921676751604e-06,-6.040523045372919,-2.4782524509556607,3065,0
preventable_hospital_stays_raw_value,MO11,median_household_income_ci_low_white,0.00015992013799503838,3.1914948568886877e-06,9.263131397727947e-05,0.0002272089620127973,3062,0
preventable_hospital_stays_raw_value,MO12,frequent_mental_distress_ci_high,-121.55595634489512,3.933067756175334e-06,-173.1813220501649,-69.93059063962534,3065,0
preventable_hospital_stays_raw_value,MO12,median_household_income_raw_value,0.000160907663312174,4.385751203502381e-06,9.223197712796408e-05,0.00022958334949638393,3065,0
preventable_hospital_stays_raw_value,MO12,child_care_cost_burden_denominator,0.000160907663312174,4.385751203502381e-06,9.223197712796408e-05,0.00022958334949638393,3065,0
preventable_hospital_stays_raw_value,MO11,gender_pay_gap_numerator,0.00030438164546744875,5.700544587314804e-06,0.00017289597724110702,0.0004358673136937905,3063,0
preventable_hospital_stays_raw_value,MO11,poor_physical_health_days_ci_low,-5.005315251606238,6.650260688250093e-06,-7.183148825763768,-2.8274816774487075,3065,0
preventable_hospital_stays_raw_value,MO13,non_hispanic_black_raw_value,23.793405811806206,8.214547590087306e-06,13.336164925639581,34.25064669797283,3065,0
preventable_hospital_stays_raw_value,MO12,frequent_mental_distress_raw_value,-131.1900005206893,9.115208690604792e-06,-189.13866076462108,-73.24134027675751,3065,0
preventable_hospital_stays_raw_value,MO15,frequent_mental_distress_ci_high,-148.24295110951113,9.328606396725266e-06,-213.79782316001422,-82.68807905900805,3065,0
preventable_hospital_stays_raw_value,MO15,poor_physical_health_days_ci_low,-5.966755942836205,1.1682422257032158e-05,-8.634671684507799,-3.298840201164611,3065,0
preventable_hospital_stays_raw_value,MO11,frequent_physical_distress_raw_value,-131.69749502759618,1.1704754851815166e-05,-190.58898686767876,-72.8060031875136,3065,0
preventable_hospital_stays_raw_value,MO13,median_household_income_raw_value,0.00015874764030438028,1.2234140282877096e-05,8.760354754732537e-05,0.0002298917330614352,3065,0
preventable_hospital_stays_raw_value,MO13,child_care_cost_burden_denominator,0.00015874764030438028,1.2234140282877096e-05,8.760354754732537e-05,0.0002298917330614352,3065,0
preventable_hospital_stays_raw_value,MO12,median_household_income_ci_high,0.00014535325230621436,1.6058548885776163e-05,7.930998535781328e-05,0.00021139651925461544,3065,0
preventable_hospital_stays_raw_value,MO11,median_household_income_ci_high,0.00014996971964393961,1.9633720263501988e-05,8.111655757310071e-05,0.00021882288171477853,3065,0
preventable_hospital_stays_raw_value,MO15,frequent_mental_distress_raw_value,-159.33527313894857,1.973148465024339e-05,-232.5072842758915,-86.16326200200565,3065,0
preventable_hospital_stays_raw_value,MO12,frequent_mental_distress_ci_low,-142.17527649503535,2.0412024439206647e-05,-207.5828998256018,-76.7676531644689,3065,0
preventable_hospital_stays_raw_value,MO11,income_inequality_denominator,0.00034088295553133584,2.1005544938547797e-05,0.00018382370394301017,0.0004979422071196615,3050,0
preventable_hospital_stays_raw_value,MO13,adult_smoking_ci_high,-64.87532340045303,2.4820157212329597e-05,-95.03195654091903,-34.71869025998703,3065,0
preventable_hospital_stays_raw_value,MO11,poor_mental_health_days_ci_high,-4.030448410341781,2.550802866751533e-05,-5.906707654025044,-2.154189166658518,3065,0
preventable_hospital_stays_raw_value,MO12,poor_physical_health_days_ci_low,-4.62643921032194,2.7096497261015184e-05,-6.787159300186236,-2.4657191204576434,3065,0
preventable_hospital_stays_raw_value,MO15,median_household_income_ci_low,0.00018400388092371285,2.7230895881578803e-05,9.80442225873614e-05,0.0002699635392600643,3065,0
preventable_hospital_stays_raw_value,MO15,frequent_physical_distress_ci_high,-135.65845796132123,3.261326192076629e-05,-199.65933929457077,-71.65757662807168,3065,0
preventable_hospital_stays_raw_value,MO15,frequent_mental_distress_ci_low,-171.4921093208534,4.427197176627507e-05,-253.79389467393798,-89.1903239677688,3065,0
preventable_hospital_stays_raw_value,MO11,median_household_income_white,0.00014387254317880003,5.655022928797458e-05,7.384481234934234e-05,0.0002139002740082577,3062,0
preventable_hospital_stays_raw_value,MO15,adult_smoking_ci_high,-72.4292903648635,5.888153778819333e-05,-107.76660855140207,-37.091972178324944,3065,0
preventable_hospital_stays_raw_value,MO11,frequent_physical_distress_ci_low,-137.8602490219085,6.0662175749207725e-05,-205.23837710916374,-70.48212093465324,3065,0
preventable_hospital_stays_raw_value,MO13,median_household_income_ci_low_white,0.00015976708675807398,6.455526581834681e-05,8.13946701105034e-05,0.00023813950340564457,3062,0
preventable_hospital_stays_raw_value,MO13,median_household_income_ci_high,0.00013831103451296658,6.606621174961678e-05,7.037045340488622e-05,0.00020625161562104694,3065,0
preventable_hospital_stays_raw_value,MO12,frequent_physical_distress_ci_high,-106.62383057250464,7.13004305111832e-05,-159.2381091541987,-54.009551990810586,3065,0
preventable_hospital_stays_raw_value,MO14,adult_smoking_ci_high,-68.43405809373266,7.705781361489034e-05,-102.36163253980195,-34.50648364766337,3065,0
preventable_hospital_stays_raw_value,MO11,income_inequality_numerator,9.160442712906408e-05,8.244071586524191e-05,4.6003047372325667e-05,0.00013720580688580248,3050,0
preventable_hospital_stays_raw_value,MO12,income_inequality_denominator,0.00030333101303170625,8.353991964945398e-05,0.0001522084451243716,0.00045445358093904086,3050,0
preventable_hospital_stays_raw_value,MO13,gender_pay_gap_numerator,0.00028327648089368637,8.519623549095805e-05,0.0001419757934256131,0.00042457716836175963,3063,0
preventable_hospital_stays_raw_value,MO13,income_inequality_numerator,9.102980852649726e-05,8.858047260792833e-05,4.551474522118218e-05,0.00013654487183181234,3050,0
preventable_hospital_stays_raw_value,MO13,adult_smoking_raw_value,-65.02221372261542,9.145650318914043e-05,-97.59748396488723,-32.446943480343606,3065,0
preventable_hospital_stays_raw_value,MO15,frequent_physical_distress_raw_value,-140.76843795754993,0.00010157026456689346,-211.7523761767428,-69.78449973835704,3065,0
preventable_hospital_stays_raw_value,MO15,child_care_cost_burden_denominator,0.00016894704964482755,0.00010244161987828468,8.370825113004751e-05,0.0002541858481596076,3065,0
preventable_hospital_stays_raw_value,MO15,median_household_income_raw_value,0.00016894704964482755,0.00010244161987828468,8.370825113004751e-05,0.0002541858481596076,3065,0
preventable_hospital_stays_raw_value,MO15,adult_smoking_raw_value,-75.08375360655033,0.00012757640887627763,-113.49616940747133,-36.671337805629335,3065,0
preventable_hospital_stays_raw_value,MO12,non_hispanic_black_raw_value,18.834302093347848,0.00012978336117759403,9.188152582133561,28.480451604562134,3065,0
preventable_hospital_stays_raw_value,MO12,income_inequality_numerator,8.269140618681481e-05,0.00015927601207501977,3.977136646743989e-05,0.00012561144590618974,3050,0
preventable_hospital_stays_raw_value,MO12,median_household_income_ci_low_white,0.00013761214343608485,0.00016162062955138792,6.611713531629234e-05,0.00020910715155587737,3062,0
preventable_hospital_stays_raw_value,MO13,income_inequality_denominator,0.000290129563182799,0.00016753813319804163,0.00013903605170047681,0.0004412230746651211,3050,0
preventable_hospital_stays_raw_value,MO12,gender_pay_gap_numerator,0.00024845797224854404,0.00016878329628162216,0.00011900249036302248,0.0003779134541340656,3063,0
preventable_hospital_stays_raw_value,MO15,poor_mental_health_days_ci_high,-3.9837090090311786,0.0001841383383093023,-6.071479817943391,-1.8959382001189664,3065,0
preventable_hospital_stays_raw_value,MO12,teen_births_ci_low_white,-0.2563965972794621,0.00018923292286026678,-0.3910153322602922,-0.12177786229863202,2734,0
preventable_hospital_stays_raw_value,MO14,adult_smoking_raw_value,-70.81958057215567,0.0001894155424591747,-108.00518583812675,-33.63397530618459,3065,0
preventable_hospital_stays_raw_value,MO11,poor_mental_health_days_raw_value,-4.395438772975387,0.00020393637008090417,-6.7149577257539725,-2.0759198201968023,3065,0
preventable_hospital_stays_raw_value,MO15,frequent_physical_distress_ci_low,-149.37313695661564,0.000209316152304597,-228.33902744760238,-70.4072464656289,3065,0
preventable_hospital_stays_raw_value,MO12,frequent_physical_distress_raw_value,-111.50555081756565,0.00024413454002400654,-171.08212286578757,-51.92897876934373,3065,0
preventable_hospital_stays_raw_value,MO13,poor_physical_health_days_ci_high,-3.4946662981908387,0.0002576539178443909,-5.368893844372186,-1.6204387520094914,3065,0
preventable_hospital_stays_raw_value,MO15,adult_smoking_ci_low,-78.51608476640423,0.00028180616312903985,-120.89244870141539,-36.13972083139307,3065,0
preventable_hospital_stays_raw_value,MO14,frequent_mental_distress_ci_high,-121.46263240086479,0.0002979506575398997,-187.27889716440714,-55.64636763732244,3065,0
preventable_hospital_stays_raw_value,MO15,income_inequality_denominator,0.0003343226405120849,0.00030007450971415825,0.00015307295351689454,0.0005155723275072753,3050,0
preventable_hospital_stays_raw_value,MO14,sexually_transmitted_infections_raw_value,0.0109400234429024,0.00030947264610879313,0.004995850553738734,0.016884196332066066,2948,0
preventable_hospital_stays_raw_value,MO14,median_household_income_ci_low,0.00016089934685663677,0.00034439502642399087,7.27958484141545e-05,0.000249002845299119,3065,0
preventable_hospital_stays_raw_value,MO13,frequent_mental_distress_ci_high,-111.37848075152495,0.0003658449613841988,-172.63665889205026,-50.12030261099963,3065,0
preventable_hospital_stays_raw_value,MO13,median_household_income_white,0.00014513007625395745,0.0004199961607993463,6.448520925372789e-05,0.00022577494325418704,3062,0
preventable_hospital_stays_raw_value,MO12,poor_mental_health_days_ci_high,-3.346395832963977,0.0004205286420718635,-5.206074566103113,-1.4867170998248416,3065,0
preventable_hospital_stays_raw_value,MO15,median_household_income_ci_high,0.0001510996587691366,0.0004226284417341105,6.709825321683932e-05,0.00023510106432143388,3065,0
preventable_hospital_stays_raw_value,MO14,gender_pay_gap_numerator,0.0002852443050769359,0.00046645747510249466,0.0001254791008983715,0.0004450095092555003,3063,0
preventable_hospital_stays_raw_value,MO13,adult_smoking_ci_low,-63.20515165225019,0.00048402574526083407,-98.70645410287383,-27.70384920162654,3065,0
preventable_hospital_stays_raw_value,MO14,frequent_mental_distress_raw_value,-129.07101909117222,0.0005055169206749924,-201.81050655934024,-56.33153162300418,3065,0
preventable_hospital_stays_raw_value,MO11,some_college_raw_value,18.301359071980208,0.000520053012431531,7.964805308201326,28.63791283575909,3065,0
preventable_hospital_stays_raw_value,MO11,teen_births_ci_low_white,-0.27021661658409524,0.0005323245884020656,-0.42311036963288023,-0.11732286353531024,2734,0
preventable_hospital_stays_raw_value,MO13,teen_births_ci_low_white,-0.2685154898535252,0.0005781193368587688,-0.42142950067656204,-0.11560147903048831,2734,0
preventable_hospital_stays_raw_value,MO14,adult_smoking_ci_low,-72.50732218695373,0.0006092663617156962,-113.97007611018779,-31.04456826371967,3065,0
preventable_hospital_stays_raw_value,MO12,median_household_income_white,0.00012661671546960825,0.0006505235054952034,5.3833277400990116e-05,0.00019940015353822637,3062,0
preventable_hospital_stays_raw_value,MO12,frequent_physical_distress_ci_low,-118.56169693001766,0.0006736834529637613,-186.90634399134046,-50.21704986869486,3065,0
preventable_hospital_stays_raw_value,MO15,poor_mental_health_days_raw_value,-4.655198141636552,0.0007427487899157205,-7.359979726946378,-1.9504165563267253,3065,0
preventable_hospital_stays_raw_value,MO11,gender_pay_gap_denominator,0.00018866740366713718,0.0007547294442710729,7.890368967747468e-05,0.0002984311176567997,3063,0
preventable_hospital_stays_raw_value,MO11,physical_inactivity_ci_high,-38.96556198424325,0.0008234142601523517,-61.79833518482182,-16.132788783664676,3065,0
preventable_hospital_stays_raw_value,MO11,some_college_ci_low,17.37502055017977,0.0008569512134109123,7.159858799059357,27.59018230130018,3028,0
preventable_hospital_stays_raw_value,MO12,poor_mental_health_days_raw_value,-3.937654863421657,0.0009175851403376378,-6.26600501357638,-1.6093047132669343,3065,0
preventable_hospital_stays_raw_value,MO14,child_care_cost_burden_denominator,0.00014508339927928979,0.000918760735569765,5.9285773339600974e-05,0.0002308810252189786,3065,0
preventable_hospital_stays_raw_value,MO14,median_household_income_raw_value,0.00014508339927928979,0.000918760735569765,5.9285773339600974e-05,0.0002308810252189786,3065,0
preventable_hospital_stays_raw_value,MO14,frequent_mental_distress_ci_low,-137.33228787995125,0.0010499122222433687,-219.47536993578876,-55.189205824113756,3065,0
preventable_hospital_stays_raw_value,MO14,poor_physical_health_days_ci_high,-3.4087846840984524,0.0011041105168929073,-5.4565927081903505,-1.3609766600065543,3065,0
preventable_hospital_stays_raw_value,MO13,frequent_mental_distress_raw_value,-114.07315522860443,0.0011096317568743696,-182.63166991150015,-45.514640545708716,3065,0
preventable_hospital_stays_raw_value,MO21,drug_overdose_deaths_ci_high,0.06992058368206364,0.0011475664305912012,0.02777464109521234,0.11206652626891493,1888,0
preventable_hospital_stays_raw_value,MO21,premature_death_ci_high_white,0.0006490613774932383,0.001397659347158445,0.0002509131538065365,0.0010472096011799401,3012,0
preventable_hospital_stays_raw_value,MO13,poor_physical_health_days_raw_value,-3.6449669081199216,0.001427132649406865,-5.88509396376932,-1.404839852470524,3065,0
preventable_hospital_stays_raw_value,MO13,frequent_physical_distress_ci_high,-93.9887321830763,0.0014714486521319884,-151.91316180201358,-36.064302564139005,3065,0
preventable_hospital_stays_raw_value,MO15,median_household_income_ci_low_white,0.0001413295153637784,0.001711697806767675,5.3004987612250345e-05,0.00022965404311530644,3062,0
preventable_hospital_stays_raw_value,MO11,driving_alone_to_work_ci_high,-31.96427398116663,0.0018587768207519058,-52.09619124160143,-11.832356720731834,3065,0
preventable_hospital_stays_raw_value,MO14,non_hispanic_black_raw_value,19.967113666864673,0.0018781619280487693,7.378919707262092,32.555307626467254,3065,0
preventable_hospital_stays_raw_value,MO14,teen_births_ci_low_white,-0.276025058472653,0.0019440745619491756,-0.45061720396668997,-0.10143291297861606,2734,0
preventable_hospital_stays_raw_value,MO14,median_household_income_ci_low_white,0.000143566657668134,0.002035287910384496,5.235681497246474e-05,0.00023477650036380328,3062,0
preventable_hospital_stays_raw_value,MO15,income_inequality_raw_value,-3.254598141320418,0.0022337432821856666,-5.341076243017497,-1.1681200396233398,3049,0
preventable_hospital_stays_raw_value,MO11,broadband_access_raw_value,31.473180302996006,0.002312775324547497,11.22704301600896,51.71931758998305,3065,0
preventable_hospital_stays_raw_value,MO12,teen_births_white,-0.1891467552409893,0.002385409615480824,-0.3111943358612887,-0.06709917462068991,2730,0
preventable_hospital_stays_raw_value,MO14,driving_alone_to_work_ci_high,-38.34037879634896,0.0024303492053956684,-63.12557297101237,-13.555184621685548,3065,0
preventable_hospital_stays_raw_value,MO11,teen_births_white,-0.2119902085484826,0.002451474078248548,-0.3491498208227489,-0.07483059627421629,2730,0
preventable_hospital_stays_raw_value,MO12,broadband_access_raw_value,28.343444171222124,0.002476062544685243,9.986698296507047,46.700190045937205,3065,0
preventable_hospital_stays_raw_value,MO13,sexually_transmitted_infections_raw_value,0.009744672303696378,0.0025671339016370798,0.0034106032332363676,0.016078741374156387,2948,0
preventable_hospital_stays_raw_value,MO14,median_household_income_ci_high,0.0001270242563471454,0.002592170479462667,4.4377361441684984e-05,0.00020967115125260585,3065,0
preventable_hospital_stays_raw_value,MO12,broadband_access_ci_high,32.424431015787725,0.0026915174264391492,11.247460986190475,53.601401045384975,3065,0
preventable_hospital_stays_raw_value,MO13,frequent_mental_distress_ci_low,-115.03263750481254,0.002698778258758586,-190.18303606019535,-39.882238949429734,3065,0
preventable_hospital_stays_raw_value,MO21,median_household_income_ci_low,0.00010952882040298636,0.0029654593275673983,3.728002654438142e-05,0.0001817776142615913,3065,0
preventable_hospital_stays_raw_value,MO11,broadband_access_ci_low,26.457532760684256,0.003149348766108595,8.895791392034159,44.01927412933435,3065,0
preventable_hospital_stays_raw_value,MO11,physical_inactivity_raw_value,-38.22200197536911,0.0031678398673188816,-63.60819814602263,-12.83580580471559,3065,0
preventable_hospital_stays_raw_value,MO11,poor_or_fair_health_ci_high,-39.5833311441897,0.003277155906293965,-65.96752305523654,-13.199139233142851,3065,0
preventable_hospital_stays_raw_value,MO13,physical_inactivity_ci_high,-32.45944120628868,0.00342632623015673,-54.19736816638519,-10.721514246192172,3065,0
preventable_hospital_stays_raw_value,MO12,child_mortality_ci_low,0.09251187447490461,0.0034468127612628835,0.030517842732786425,0.1545059062170228,2026,0
preventable_hospital_stays_raw_value,MO13,low_birthweight_ci_low,116.04555108051208,0.0035264646198300926,38.09144735811151,193.99965480291266,3012,0
preventable_hospital_stays_raw_value,MO12,physical_inactivity_ci_high,-33.32077981967615,0.0035371324277156443,-55.71138812273353,-10.930171516618763,3065,0
preventable_hospital_stays_raw_value,MO12,some_college_raw_value,15.072688857028266,0.00362192663909578,4.918520983608991,25.226856730447544,3065,0
preventable_hospital_stays_raw_value,MO11,some_college_ci_high,15.557220197636104,0.0036221038036909976,5.076578205637244,26.037862189634964,3029,0
preventable_hospital_stays_raw_value,MO14,children_in_single_parent_households_ci_low,21.312720946153753,0.0036268400860948696,6.952676884328225,35.67276500797928,3065,0
preventable_hospital_stays_raw_value,MO11,adult_obesity_ci_high,-38.40405059880992,0.003696963750716512,-64.33327119678216,-12.474830000837667,3065,0
preventable_hospital_stays_raw_value,MO11,poor_mental_health_days_ci_low,-3.960322242627225,0.0039556629931460285,-6.6539245303681716,-1.2667199548862786,3065,0
preventable_hospital_stays_raw_value,MO14,poor_physical_health_days_raw_value,-3.6028529658706816,0.004041054085866727,-6.05906569263315,-1.1466402391082129,3065,0
preventable_hospital_stays_raw_value,MO11,food_environment_index_denominator,-74.68469643258368,0.004047484433187264,-125.60921228320592,-23.76018058196143,3065,0
preventable_hospital_stays_raw_value,MO11,food_insecurity_raw_value,-74.68469643258368,0.004047484433187264,-125.60921228320592,-23.76018058196143,3065,0
preventable_hospital_stays_raw_value,MO13,teen_births_white,-0.2002097687947046,0.004092981008126055,-0.3368927634874421,-0.06352677410196708,2730,0
preventable_hospital_stays_raw_value,MO14,median_household_income_white,0.00013296726620376235,0.0043460846890648564,4.1585225764846694e-05,0.000224349306642678,3062,0
preventable_hospital_stays_raw_value,MO14,income_inequality_numerator,8.174873306883275e-05,0.0043927659202765415,2.5499721866522904e-05,0.0001379977442711426,3050,0
preventable_hospital_stays_raw_value,MO21,children_in_poverty_ci_low_white,32.028972541239135,0.004398090746101408,9.987751536584724,54.070193545893545,3012,0
preventable_hospital_stays_raw_value,MO13,frequent_physical_distress_raw_value,-93.76911586000432,0.004453416418385952,-158.38806306511054,-29.15016865489808,3065,0
preventable_hospital_stays_raw_value,MO21,low_birthweight_ci_low_white,117.23073876371276,0.00452269052247435,36.303686824087976,198.15779070333755,2927,0
preventable_hospital_stays_raw_value,MO12,gender_pay_gap_denominator,0.00016057011233592568,0.004617292800590989,4.946617018390674e-05,0.0002716740544879446,3063,0
preventable_hospital_stays_raw_value,MO15,median_household_income_white,0.00012743802136849804,0.004786052905343245,3.889997856504061e-05,0.00021597606417195548,3062,0
preventable_hospital_stays_raw_value,MO12,excessive_drinking_raw_value,72.50535980921858,0.004833059396556559,22.075918030202075,122.93480158823508,3065,0
preventable_hospital_stays_raw_value,MO11,excessive_drinking_raw_value,75.40061499552036,0.0049034361243506215,22.870857442553003,127.93037254848771,3065,0
preventable_hospital_stays_raw_value,MO21,preventable_hospital_stays_white,0.0005271258887470367,0.004977625209068814,0.00015925842352350892,0.0008949933539705645,3039,0
preventable_hospital_stays_raw_value,MO15,physical_inactivity_ci_high,-37.296808082005114,0.005056529272964498,-63.37233476098288,-11.221281403027348,3065,0
preventable_hospital_stays_raw_value,MO12,adult_obesity_ci_high,-33.129492715786,0.005092543122461927,-56.31043139454131,-9.948554037030686,3065,0
preventable_hospital_stays_raw_value,MO13,children_in_single_parent_households_ci_low,21.72057029515169,0.005439096840243169,6.406013193277145,37.03512739702623,3065,0
preventable_hospital_stays_raw_value,MO15,poor_mental_health_days_ci_low,-4.70809314965393,0.00550745996095172,-8.032489869344214,-1.3836964299636447,3065,0
preventable_hospital_stays_raw_value,MO11,children_in_poverty_ci_high_white,-18.078455547409092,0.005769701366404228,-30.91379818232091,-5.243112912497276,3010,0
preventable_hospital_stays_raw_value,MO12,some_college_ci_high,13.58831409894058,0.0058284324016053485,3.9293019207458215,23.24732627713534,3029,0
preventable_hospital_stays_raw_value,MO12,poor_mental_health_days_ci_low,-3.834580407752853,0.005906403970522972,-6.564628817840493,-1.1045319976652133,3065,0
preventable_hospital_stays_raw_value,MO15,gender_pay_gap_numerator,0.0002441539738423165,0.005932845018954904,7.02349443677023e-05,0.00041807300331693075,3063,0
preventable_hospital_stays_raw_value,MO15,income_inequality_numerator,8.02252277130657e-05,0.005961399577479615,2.3045429483582928e-05,0.00013740502594254846,3050,0
preventable_hospital_stays_raw_value,MO13,children_in_single_parent_households_raw_value,17.23060366788959,0.005970443815283098,4.947429169258845,29.513778166520332,3062,0
preventable_hospital_stays_raw_value,MO12,sexually_transmitted_infections_raw_value,0.007157531803910738,0.006151378466623559,0.0020368942277695897,0.012278169380051888,2948,0
preventable_hospital_stays_raw_value,MO15,teen_births_ci_low_white,-0.2850019889257204,0.006978974203075903,-0.4920537101777881,-0.07795026767365268,2734,0
preventable_hospital_stays_raw_value,MO15,food_insecurity_raw_value,-78.19164424642595,0.007014687420584988,-135.03307494860653,-21.350213544245378,3065,0
preventable_hospital_stays_raw_value,MO15,food_environment_index_denominator,-78.19164424642595,0.007014687420584988,-135.03307494860653,-21.350213544245378,3065,0
preventable_hospital_stays_raw_value,MO14,driving_alone_to_work_raw_value,-34.02313716397323,0.007025451121226867,-58.76094949379018,-9.285324834156285,3065,0
preventable_hospital_stays_raw_value,MO11,broadband_access_ci_high,32.272706767263415,0.0070429045756211705,8.800412758749165,55.74500077577767,3065,0
preventable_hospital_stays_raw_value,MO14,teen_births_white,-0.21006046601254671,0.00723289060271531,-0.36334495947219936,-0.05677597255289407,2730,0
preventable_hospital_stays_raw_value,MO11,income_inequality_raw_value,-2.7298888594131596,0.007532554572915888,-4.732064885916661,-0.727712832909658,3049,0
preventable_hospital_stays_raw_value,MO12,excessive_drinking_ci_high,61.06616903067081,0.0076235195938295685,16.210904270561024,105.92143379078058,3065,0
preventable_hospital_stays_raw_value,MO11,excessive_drinking_ci_low,86.99097544340728,0.0077293761397109655,22.981809675222635,151.00014121159194,3065,0
preventable_hospital_stays_raw_value,MO14,poor_mental_health_days_ci_high,-3.099370248855956,0.007765002279914694,-5.381255515231005,-0.8174849824809067,3065,0
preventable_hospital_stays_raw_value,MO14,physical_inactivity_ci_high,-34.400495066842424,0.00846943944512588,-60.01002814709119,-8.790961986593658,3065,0
preventable_hospital_stays_raw_value,MO11,driving_alone_to_work_ci_high_white,-24.60756765817542,0.00852640702905972,-42.94259520174006,-6.272540114610781,3016,0
preventable_hospital_stays_raw_value,MO21,median_household_income_raw_value,9.20525458441158e-05,0.008558917409023715,2.3430707513287443e-05,0.00016067438417494416,3065,0
preventable_hospital_stays_raw_value,MO21,child_care_cost_burden_denominator,9.20525458441158e-05,0.008558917409023715,2.3430707513287443e-05,0.00016067438417494416,3065,0
preventable_hospital_stays_raw_value,MO11,physical_inactivity_ci_low,-38.002848302975806,0.008717330911036724,-66.40001642156622,-9.605680184385388,3065,0
preventable_hospital_stays_raw_value,MO13,poor_physical_health_days_ci_low,-3.581696089214292,0.008717796441663947,-6.25809367688238,-0.9052985015462043,3065,0
preventable_hospital_stays_raw_value,MO12,low_birthweight_ci_low,97.04252699764046,0.008841401587226558,24.39521369262755,169.68984030265338,3012,0
preventable_hospital_stays_raw_value,MO12,broadband_access_ci_low,21.733956088044224,0.009096396969901572,5.403021266189608,38.064890909898836,3065,0
preventable_hospital_stays_raw_value,MO13,driving_alone_to_work_ci_high_white,-24.513282891709665,0.009097865081452597,-42.932999068013004,-6.093566715406329,3016,0
preventable_hospital_stays_raw_value,MO11,life_expectancy_ci_low_white,0.548178453217585,0.009435568311251016,0.13428409608420605,0.9620728103509639,2965,0
preventable_hospital_stays_raw_value,MO11,high_school_completion_ci_high,32.15865919497503,0.00980017609735052,7.754995243430489,56.562323146519574,3040,0
preventable_hospital_stays_raw_value,MO12,excessive_drinking_ci_low,78.32196970035211,0.009907858058323669,18.80024154179332,137.8436978589109,3065,0
preventable_hospital_stays_raw_value,MO13,child_mortality_ci_low,0.09485955137835432,0.009924145123863484,0.022754023444441815,0.16696507931226684,2026,0
preventable_hospital_stays_raw_value,MO12,food_insecurity_raw_value,-60.37638425742624,0.010055890852099415,-106.35154705114952,-14.401221463702953,3065,0
preventable_hospital_stays_raw_value,MO12,food_environment_index_denominator,-60.37638425742624,0.010055890852099415,-106.35154705114952,-14.401221463702953,3065,0
