dv,moderator,chr_feature,beta_interaction,p_value,ci_low,ci_high,n_obs,fit_error
premature_death_raw_value,MO11,premature_death_ci_high_white,0.0027492768767920454,2.191936246606584e-08,0.0017863816433602592,0.0037121721102238315,3035,0
premature_death_raw_value,MO21,teen_births_ci_high_white,0.6717716101445511,9.970327009426618e-08,0.4246188138120299,0.9189244064770723,2739,0
premature_death_raw_value,MO21,low_birthweight_ci_high_white,488.14623956912493,7.026439158233768e-07,295.2778401906256,681.0146389476242,2936,0
premature_death_raw_value,MO21,low_birthweight_raw_value,260.33756868647083,3.968916856108275e-06,149.72584631748614,370.94929105545555,3030,0
premature_death_raw_value,MO21,low_birthweight_white,474.8594300756092,4.069346694004471e-06,272.8746192624696,676.8442408887488,2936,0
premature_death_raw_value,MO21,motor_vehicle_crash_deaths_ci_low_white,0.8329779287272554,6.400813019101647e-06,0.4711972960934162,1.1947585613610947,2500,0
premature_death_raw_value,MO12,premature_death_ci_high_white,0.0025269078997851155,1.7275758298041312e-05,0.0013744514725491676,0.003679364327021063,3035,0
premature_death_raw_value,MO12,children_in_poverty_white,100.70975801291348,2.6010742123241542e-05,53.77805794146234,147.64145808436461,3026,0
premature_death_raw_value,MO21,broadband_access_ci_low,-114.29673632812491,4.819934847596821e-05,-169.41655909120888,-59.176913565040934,3080,0
premature_death_raw_value,MO12,life_expectancy_ci_low,1.6519214369856252,6.689378662135795e-05,0.8398702162356889,2.4639726577355616,3058,0
premature_death_raw_value,MO11,median_household_income_ci_low,0.0005854372526979498,7.343507805626049e-05,0.0002960368174728389,0.0008748376879230606,3080,0
premature_death_raw_value,MO21,low_birthweight_ci_low,229.8958669143098,7.358353636923184e-05,116.23714584232445,343.55458798629513,3030,0
premature_death_raw_value,MO21,premature_age_adjusted_mortality_ci_high,0.014618656140570823,0.00010228367352866966,0.007243822116390588,0.021993490164751058,3080,0
premature_death_raw_value,MO13,children_in_poverty_white,101.01027535008517,0.0001063760037986507,49.92706096227435,152.093489737896,3026,0
premature_death_raw_value,MO21,premature_death_ci_low,-0.000738867365642672,0.00012221608426745266,-0.0011158298737794724,-0.0003619048575058716,3080,0
premature_death_raw_value,MO11,children_in_poverty_white,79.10020617894095,0.00014011501460492974,38.387240259023955,119.81317209885795,3026,0
premature_death_raw_value,MO14,premature_age_adjusted_mortality_ci_high_white,0.03543741375080047,0.000145802615654621,0.01715041746603952,0.05372441003556142,3035,0
premature_death_raw_value,MO13,premature_age_adjusted_mortality_ci_high_white,0.03745622952001842,0.0001558786657129537,0.01804260354483885,0.05686985549519799,3035,0
premature_death_raw_value,MO12,life_expectancy_raw_value,1.7940280478346287,0.00016376935788125227,0.8611438438365137,2.7269122518327436,3058,0
premature_death_raw_value,MO21,broadband_access_ci_high,-130.87249268643583,0.00020709770983782461,-200.0077286749065,-61.737256697965165,3080,0
premature_death_raw_value,MO12,motor_vehicle_crash_deaths_ci_high_white,0.5591049916833225,0.00022846572362487556,0.2617516255350105,0.8564583578316345,2500,0
premature_death_raw_value,MO15,premature_age_adjusted_mortality_ci_high_white,0.03044383286608175,0.00026866663308996856,0.014068291089328354,0.04681937464283514,3035,0
premature_death_raw_value,MO21,child_mortality_ci_high,0.314077203641848,0.0002964276820096872,0.1439523794892866,0.48420202779440935,2030,0
premature_death_raw_value,MO21,broadband_access_raw_value,-116.2647180138497,0.0003115491816111439,-179.46662777633787,-53.062808251361524,3080,0
premature_death_raw_value,MO11,median_household_income_raw_value,0.0005052339696345029,0.00033359242304380963,0.00022922508867706488,0.000781242850591941,3080,0
premature_death_raw_value,MO11,child_care_cost_burden_denominator,0.0005052339696345029,0.00033359242304380963,0.00022922508867706488,0.000781242850591941,3080,0
premature_death_raw_value,MO11,income_inequality_numerator,0.00027165175015463506,0.0003462567516353089,0.00012284508034169928,0.00042045841996757083,3065,0
premature_death_raw_value,MO15,motor_vehicle_crash_deaths_ci_high_white,0.5528787449240691,0.0004164800517252306,0.24585263959218917,0.859904850255949,2500,0
premature_death_raw_value,MO11,excessive_drinking_ci_low,377.9122678052477,0.00043596709601605025,167.325952213401,588.4985833970944,3080,0
premature_death_raw_value,MO11,life_expectancy_ci_low,1.738732985244407,0.0004724820717291031,0.763915905615145,2.713550064873669,3058,0
premature_death_raw_value,MO15,life_expectancy_raw_value,1.7565439541981158,0.0005201881190999339,0.7644331505408454,2.748654757855386,3058,0
premature_death_raw_value,MO12,injury_deaths_ci_low,-0.38023611925212497,0.0005226851026782306,-0.5950763187885801,-0.16539591971566986,3027,0
premature_death_raw_value,MO11,life_expectancy_raw_value,1.905725288413508,0.0005406936644917044,0.8261207423784307,2.9853298344485855,3058,0
premature_death_raw_value,MO21,median_household_income_ci_low,0.00047909539156138707,0.0005479432990986982,0.0002074032553347279,0.0007507875277880463,3080,0
premature_death_raw_value,MO21,premature_death_white,0.000949367730577903,0.0005522914450866973,0.0004106547953305887,0.0014880806658252171,3035,0
premature_death_raw_value,MO21,teen_births_white,0.5131481300944672,0.0005743715175443257,0.22107018356908048,0.805226076619854,2735,0
premature_death_raw_value,MO21,firearm_fatalities_ci_high,0.5979325296643033,0.0005948360714662372,0.25665689989423424,0.9392081594343724,2271,0
premature_death_raw_value,MO12,median_household_income_ci_low,0.0005305342151413829,0.000675250178000678,0.00022465170990364469,0.0008364167203791211,3080,0
premature_death_raw_value,MO15,injury_deaths_ci_high_white,0.18881047134676018,0.0006778371492078876,0.07991722381108313,0.29770371888243724,2957,0
premature_death_raw_value,MO11,excessive_drinking_raw_value,378.29549836381204,0.0007073974646545092,159.3666161789883,597.2243805486357,3080,0
premature_death_raw_value,MO21,drug_overdose_deaths_ci_high,0.23772781855069736,0.0007268027388622797,0.09984631171184952,0.37560932538954517,1891,0
premature_death_raw_value,MO21,motor_vehicle_crash_deaths_raw_value,0.7636120824863393,0.000764608267601795,0.3188812285416492,1.2083429364310294,2680,0
premature_death_raw_value,MO11,median_household_income_ci_low_white,0.00035827716009285103,0.0008571103391711413,0.00014763477069105614,0.0005689195494946459,3077,0
premature_death_raw_value,MO15,median_household_income_ci_low,0.0005259310133705425,0.0009027393374657037,0.000215373016736492,0.000836489010004593,3080,0
premature_death_raw_value,MO11,census_participation_raw_value,77.20285906886046,0.0009573757668997558,31.388228964263575,123.01748917345735,3079,0
premature_death_raw_value,MO11,excessive_drinking_ci_high,351.61308358008955,0.001122665894710782,140.07705541659226,563.1491117435869,3080,0
premature_death_raw_value,MO11,median_household_income_ci_high,0.00042307886488559106,0.0011321107045638894,0.0001683619396131353,0.0006777957901580468,3080,0
premature_death_raw_value,MO11,injury_deaths_ci_low,-0.3510573456746934,0.0011485150941514643,-0.5626790298265298,-0.13943566152285697,3027,0
premature_death_raw_value,MO13,median_household_income_ci_low,0.0005338472883273331,0.001299836845947557,0.00020850017253236814,0.0008591944041222981,3080,0
premature_death_raw_value,MO12,premature_age_adjusted_mortality_ci_high_white,0.02631858231716823,0.0014753518873043474,0.010094755007141576,0.04254240962719488,3035,0
premature_death_raw_value,MO14,injury_deaths_ci_low,-0.34701844633440876,0.0016367549094167474,-0.5629867008215639,-0.13105019184725358,3027,0
premature_death_raw_value,MO12,premature_death_ci_low,-0.0007440752719842218,0.0017629243880821815,-0.0012103758302604716,-0.00027777471370797206,3080,0
premature_death_raw_value,MO13,motor_vehicle_crash_deaths_ci_high_white,0.6084814305080778,0.001784582007582442,0.22671710726332905,0.9902457537528265,2500,0
premature_death_raw_value,MO12,median_household_income_raw_value,0.0004717529921688138,0.0018901798254277204,0.00017415758802087004,0.0007693483963167575,3080,0
premature_death_raw_value,MO12,child_care_cost_burden_denominator,0.0004717529921688138,0.0018901798254277204,0.00017415758802087004,0.0007693483963167575,3080,0
premature_death_raw_value,MO15,child_care_cost_burden_denominator,0.00046065509161485337,0.001909408485974444,0.00016978032206744402,0.0007515298611622627,3080,0
premature_death_raw_value,MO15,median_household_income_raw_value,0.00046065509161485337,0.001909408485974444,0.00016978032206744402,0.0007515298611622627,3080,0
premature_death_raw_value,MO13,injury_deaths_ci_high_white,0.20353009105388734,0.00197800912273416,0.07457913473887937,0.3324810473688953,2957,0
premature_death_raw_value,MO21,life_expectancy_raw_value,1.4343851873162583,0.002072673444712083,0.5214976971291031,2.3472726775034136,3058,0
premature_death_raw_value,MO11,income_inequality_denominator,0.0008542016571438689,0.0021523407455180605,0.0003085674580788892,0.0013998358562088485,3065,0
premature_death_raw_value,MO15,high_school_completion_ci_high,-120.37311950316149,0.0021711057925507707,-197.32834228403027,-43.41789672229271,3055,0
premature_death_raw_value,MO21,child_care_cost_burden_denominator,0.00040064315292708344,0.0022358978561450972,0.00014377205852365773,0.0006575142473305091,3080,0
premature_death_raw_value,MO21,median_household_income_raw_value,0.00040064315292708344,0.0022358978561450972,0.00014377205852365773,0.0006575142473305091,3080,0
premature_death_raw_value,MO12,premature_age_adjusted_mortality_ci_low,-0.02702116480964726,0.0022513320699040183,-0.044357396818333214,-0.009684932800961304,3080,0
premature_death_raw_value,MO21,life_expectancy_ci_low,1.2464175737206622,0.0022638112699348467,0.4463069842520355,2.046528163189289,3058,0
premature_death_raw_value,MO15,premature_death_ci_low,-0.0007835827675700801,0.0025058787088840647,-0.0012916812327139994,-0.0002754843024261608,3080,0
premature_death_raw_value,MO14,median_household_income_ci_low,0.0004915191617235864,0.002552960647867633,0.00017220785066837294,0.0008108304727787998,3080,0
premature_death_raw_value,MO21,child_mortality_raw_value,0.32962166669213466,0.002651455316740003,0.11466680862813819,0.5445765247561312,2029,0
premature_death_raw_value,MO15,children_in_poverty_white,98.01295777497518,0.002737159950335996,33.889465005203135,162.13645054474722,3026,0
premature_death_raw_value,MO11,injury_deaths_raw_value,-0.2858724573459277,0.002824629213254358,-0.47350179289193817,-0.09824312179991723,3027,0
premature_death_raw_value,MO11,premature_age_adjusted_mortality_ci_high_white,0.02624760379043685,0.0029086696258135702,0.008968327132493344,0.04352688044838035,3035,0
premature_death_raw_value,MO21,firearm_fatalities_white,0.6061623234743116,0.0029277286471402412,0.2068459811713656,1.0054786657772576,2095,0
premature_death_raw_value,MO15,life_expectancy_ci_low,1.477628829593935,0.003073137672130565,0.49932461871791234,2.455933040469958,3058,0
premature_death_raw_value,MO12,motor_vehicle_crash_deaths_white,0.5605026909970036,0.003491595907289455,0.18438186175316396,0.9366235202408432,2499,0
premature_death_raw_value,MO11,motor_vehicle_crash_deaths_ci_high_white,0.5607449697694612,0.0035993002040677425,0.1832364597886847,0.9382534797502378,2500,0
premature_death_raw_value,MO14,income_inequality_numerator,0.00023866859623581665,0.0036029051917337357,7.797325011574358e-05,0.00039936394235588974,3065,0
premature_death_raw_value,MO12,children_in_poverty_ci_high_white,66.17767968170403,0.003665932218831474,21.537148529204927,110.81821083420314,3024,0
premature_death_raw_value,MO12,income_inequality_numerator,0.00024092963824798785,0.0038102253566875592,7.772939505675357e-05,0.0004041298814392221,3065,0
premature_death_raw_value,MO13,motor_vehicle_crash_deaths_white,0.7277499673719457,0.00385350975332457,0.23418329594097526,1.2213166388029162,2499,0
premature_death_raw_value,MO15,median_household_income_ci_high,0.0003907112282869466,0.0038556031364045014,0.00012571165031332557,0.0006557108062605676,3080,0
premature_death_raw_value,MO13,child_care_cost_burden_denominator,0.000456917420393753,0.0040541637361841375,0.00014530720259170633,0.0007685276381957997,3080,0
premature_death_raw_value,MO13,median_household_income_raw_value,0.000456917420393753,0.0040541637361841375,0.00014530720259170633,0.0007685276381957997,3080,0
premature_death_raw_value,MO21,children_in_single_parent_households_ci_high,57.38425500226114,0.004235305877536181,18.059841642077778,96.70866836244451,3078,0
premature_death_raw_value,MO12,median_household_income_ci_high,0.0004094859080933189,0.004308118145573044,0.00012834068604908897,0.0006906311301375489,3080,0
premature_death_raw_value,MO12,excessive_drinking_raw_value,323.394830633868,0.004380177242578535,100.94722055944493,545.8424407082912,3080,0
premature_death_raw_value,MO15,income_inequality_numerator,0.00021809969416576607,0.0045603989176945,6.739982777765561e-05,0.00036879956055387654,3065,0
premature_death_raw_value,MO12,excessive_drinking_ci_high,303.33234439835053,0.004650344319224815,93.27718331962114,513.3875054770799,3080,0
premature_death_raw_value,MO14,injury_deaths_ci_high_white,0.16938675544199056,0.004772139310150647,0.05174361280522198,0.2870298980787591,2957,0
premature_death_raw_value,MO13,premature_death_ci_low,-0.0008396619728114456,0.00481777454552393,-0.001423458946617612,-0.00025586499900527907,3080,0
premature_death_raw_value,MO12,income_inequality_denominator,0.0008080603549062632,0.004861832965611951,0.0002456519998557769,0.0013704687099567495,3065,0
premature_death_raw_value,MO12,excessive_drinking_ci_low,320.53468701420155,0.005292689550993768,95.25198695654765,545.8173870718555,3080,0
premature_death_raw_value,MO14,premature_age_adjusted_mortality_ci_low,-0.028712485991006283,0.005437735162766349,-0.04895625208508493,-0.008468719896927636,3080,0
premature_death_raw_value,MO15,child_mortality_ci_high,0.24136118877529605,0.0054928164464185525,0.07098855819256342,0.41173381935802866,2030,0
premature_death_raw_value,MO13,child_mortality_ci_high,0.2881573733108184,0.005666820330732071,0.08400561176545482,0.492309134856182,2030,0
premature_death_raw_value,MO14,median_household_income_raw_value,0.00042321358819551777,0.005712524740257804,0.00012309386937192846,0.000723333307019107,3080,0
premature_death_raw_value,MO14,child_care_cost_burden_denominator,0.00042321358819551777,0.005712524740257804,0.00012309386937192846,0.000723333307019107,3080,0
premature_death_raw_value,MO15,premature_age_adjusted_mortality_ci_low,-0.02937459984766579,0.005771691595555237,-0.050230830585574274,-0.008518369109757305,3080,0
premature_death_raw_value,MO15,premature_age_adjusted_mortality_raw_value,-0.01958271121755599,0.00591546398817301,-0.03352726094752219,-0.005638161487589787,3080,0
premature_death_raw_value,MO14,premature_death_ci_low,-0.0008017850754139901,0.00699476677820634,-0.001384438210542939,-0.00021913194028504136,3080,0
premature_death_raw_value,MO21,median_household_income_ci_high,0.0003239189358244499,0.0075208056814739166,8.639437402754833e-05,0.0005614434976213515,3080,0
premature_death_raw_value,MO13,income_inequality_numerator,0.00022835514887331563,0.007851741043381027,5.9993988146383206e-05,0.0003967163096002481,3065,0
premature_death_raw_value,MO15,injury_deaths_ci_low,-0.2928542478738454,0.007959918576870034,-0.5091445855544299,-0.07656391019326098,3027,0
premature_death_raw_value,MO12,injury_deaths_raw_value,-0.24311490066255745,0.008565039841624383,-0.4243650155938431,-0.06186478573127177,3027,0
premature_death_raw_value,MO13,premature_age_adjusted_mortality_ci_low,-0.025453139951271908,0.008761572147597273,-0.044485208639421306,-0.006421071263122507,3080,0
premature_death_raw_value,MO21,injury_deaths_ci_high,0.17313525779231292,0.009025725175617134,0.04317405270567873,0.3030964628789471,3027,0
premature_death_raw_value,MO13,excessive_drinking_ci_low,404.5015670422598,0.009184863784916763,100.17165531869745,708.8314787658221,3080,0
premature_death_raw_value,MO13,children_in_poverty_ci_high_white,60.215026813136106,0.009801114537272683,14.520146719527212,105.909906906745,3024,0
premature_death_raw_value,MO14,excessive_drinking_ci_low,417.0346367758834,0.010078574001874828,99.37657748535389,734.692696066413,3080,0
premature_death_raw_value,MO12,poor_mental_health_days_ci_low,-10.875015813584927,0.010718378325008803,-19.227969596936898,-2.5220620302329557,3080,0
premature_death_raw_value,MO13,median_household_income_ci_high,0.0003766802605174314,0.010741879941086808,8.727063877085552e-05,0.0006660898822640073,3080,0
premature_death_raw_value,MO12,injury_deaths_ci_high_white,0.12529054179865312,0.010927615789595828,0.02880155858940593,0.22177952500790032,2957,0
premature_death_raw_value,MO21,teen_births_ci_high,0.44357184466069016,0.011239098444729471,0.10064299421133582,0.7865006951100445,2919,0
premature_death_raw_value,MO14,motor_vehicle_crash_deaths_ci_high_white,0.48752983456546334,0.011526449927460745,0.10929549061352889,0.8657641785173977,2500,0
premature_death_raw_value,MO21,premature_age_adjusted_mortality_ci_low,-0.019503520073061883,0.01159193631189347,-0.03464663172406965,-0.0043604084220541205,3080,0
premature_death_raw_value,MO21,teen_births_ci_low_white,0.4494122149042432,0.01179311997813927,0.09963637601825176,0.7991880537902347,2739,0
premature_death_raw_value,MO14,median_household_income_ci_high,0.0003525527948467662,0.011796633027088419,7.815084854936427e-05,0.0006269547411441682,3080,0
premature_death_raw_value,MO14,premature_age_adjusted_mortality_raw_value,-0.016629631367875427,0.012909541262704992,-0.029739098455068027,-0.003520164280682827,3080,0
premature_death_raw_value,MO21,income_inequality_numerator,0.00019197142454757834,0.013355193725105055,3.989640976100883e-05,0.0003440464393341478,3065,0
premature_death_raw_value,MO11,adult_obesity_ci_high,-103.03553276964757,0.013584559692841114,-184.85911602101177,-21.211949518283376,3080,0
premature_death_raw_value,MO15,motor_vehicle_crash_deaths_white,0.5545587651947381,0.01360229351080406,0.11408379620898212,0.9950337341804941,2499,0
premature_death_raw_value,MO12,premature_age_adjusted_mortality_raw_value,-0.014805321327545895,0.013803111036931088,-0.026589971664869802,-0.0030206709902219856,3080,0
premature_death_raw_value,MO15,broadband_access_ci_high,-99.60879524828871,0.013986591601089268,-179.04769897353356,-20.16989152304386,3080,0
premature_death_raw_value,MO14,children_in_poverty_white,74.00788005659788,0.014876492274709413,14.447046107901933,133.56871400529383,3026,0
premature_death_raw_value,MO13,premature_age_adjusted_mortality_ci_high,0.012811978754497164,0.014883821333847297,0.0025002662563909945,0.023123691252603336,3080,0
premature_death_raw_value,MO13,excessive_drinking_raw_value,400.19338112457547,0.015012471193095778,77.68538915742215,722.7013730917288,3080,0
premature_death_raw_value,MO14,injury_deaths_raw_value,-0.22858876541309286,0.015847738155513956,-0.41430635939748683,-0.042871171428698895,3027,0
premature_death_raw_value,MO13,excessive_drinking_ci_high,371.9196713727467,0.015865326467003633,69.70181351725654,674.1375292282369,3080,0
premature_death_raw_value,MO21,some_college_ci_high,-41.47205395575766,0.016151340534903105,-75.26315262583934,-7.680955285675978,3044,0
premature_death_raw_value,MO12,poor_mental_health_days_raw_value,-8.015434877432284,0.016643855751665534,-14.576337407787562,-1.4545323470770049,3080,0
premature_death_raw_value,MO14,child_mortality_ci_high,0.23176303905562462,0.017390273320149655,0.04077051977812993,0.4227555583331193,2030,0
premature_death_raw_value,MO11,child_mortality_ci_high,0.19042769787674718,0.0174646030322659,0.03339517140808593,0.34746022434540846,2030,0
premature_death_raw_value,MO11,premature_death_ci_low,-0.0005318130724283098,0.01773935189996672,-0.0009714285290141568,-9.219761584246272e-05,3080,0
premature_death_raw_value,MO12,sexually_transmitted_infections_raw_value,-0.026961152542982775,0.018283526466700194,-0.049353861212238455,-0.004568443873727096,2967,0
premature_death_raw_value,MO15,high_school_completion_raw_value,-88.05651247380912,0.01834959932397908,-161.23376059091254,-14.879264356705704,3080,0
premature_death_raw_value,MO11,gender_pay_gap_numerator,0.0005224396807382895,0.018767312929531644,8.673318256611974e-05,0.0009581461789104593,3077,0
premature_death_raw_value,MO13,broadband_access_ci_low,-82.161005573187,0.01897407569786889,-150.80118992448493,-13.520821221889065,3080,0
premature_death_raw_value,MO12,income_inequality_raw_value,-11.108918593411085,0.019152042898330224,-20.403492221087873,-1.814344965734298,3064,0
premature_death_raw_value,MO13,premature_age_adjusted_mortality_raw_value,-0.014273884036124514,0.01974468503007194,-0.02627488101441093,-0.002272887057838095,3080,0
premature_death_raw_value,MO15,broadband_access_ci_low,-80.94124250324133,0.019926821166770567,-149.09450879271856,-12.787976213764097,3080,0
premature_death_raw_value,MO13,injury_deaths_ci_low,-0.3112893423711069,0.02040302490527428,-0.5744004496285036,-0.04817823511371022,3027,0
premature_death_raw_value,MO21,high_school_completion_ci_low,-85.90720859812197,0.02070786519855424,-158.6938364103969,-13.12058078584704,3055,0
premature_death_raw_value,MO12,frequent_mental_distress_ci_high,-184.26660154152546,0.02081448438811358,-340.52099988701315,-28.012203196037774,3080,0
premature_death_raw_value,MO12,frequent_mental_distress_raw_value,-205.29347421899078,0.021608146705083566,-380.45028368151543,-30.13666475646616,3080,0
premature_death_raw_value,MO15,injury_deaths_raw_value,-0.24020568967740863,0.02165166203615359,-0.44521771871217397,-0.03519366064264329,3027,0
premature_death_raw_value,MO13,broadband_access_ci_high,-99.45798707269017,0.021820115275669495,-184.45269958086192,-14.463274564518443,3080,0
premature_death_raw_value,MO12,frequent_mental_distress_ci_low,-228.20837825714247,0.022611755560306125,-424.38980558236426,-32.02695093192071,3080,0
premature_death_raw_value,MO12,firearm_fatalities_ci_low,-0.6124904929086192,0.022766812817388713,-1.1396261447714462,-0.08535484104579216,2271,0
premature_death_raw_value,MO12,life_expectancy_ci_low_white,0.7607936756213253,0.022842552288770322,0.1056573145666353,1.4159300366760152,2977,0
premature_death_raw_value,MO12,poor_mental_health_days_ci_high,-5.531676125010781,0.023007205160748525,-10.300872673435215,-0.7624795765863484,3080,0
premature_death_raw_value,MO15,broadband_access_raw_value,-84.92133999199088,0.023889414426193422,-158.6043454472292,-11.238334536752532,3080,0
premature_death_raw_value,MO14,excessive_drinking_raw_value,395.26608602951706,0.024825427742263904,50.047783071715116,740.484388987319,3080,0
premature_death_raw_value,MO12,low_birthweight_ci_high,220.1730452358343,0.025536902905108495,26.937063526684483,413.40902694498413,3030,0
premature_death_raw_value,MO11,motor_vehicle_crash_deaths_white,0.5349437708145992,0.02560935145893829,0.06521678190452512,1.0046707597246733,2499,0
premature_death_raw_value,MO14,life_expectancy_raw_value,1.2345799861059028,0.02568861878790946,0.1499296341754135,2.319230338036392,3058,0
premature_death_raw_value,MO15,firearm_fatalities_ci_high,0.4532521167968636,0.025725426807367047,0.05494463426819868,0.8515595993255285,2271,0
premature_death_raw_value,MO11,low_birthweight_ci_low,240.63431999958556,0.026910852595553803,27.495855688519384,453.77278431065173,3030,0
premature_death_raw_value,MO11,adult_obesity_raw_value,-118.90197654007555,0.027679308500893667,-224.74419478005916,-13.059758300091929,3080,0
premature_death_raw_value,MO14,firearm_fatalities_ci_high,0.39811462855443175,0.02991805555725298,0.03872818898594438,0.7575010681229191,2271,0
premature_death_raw_value,MO12,median_household_income_ci_low_white,0.0002640988146715929,0.031249435771838058,2.3777296460196316e-05,0.0005044203328829895,3077,0
premature_death_raw_value,MO14,excessive_drinking_ci_high,357.90187052298137,0.03167032307551965,31.413894878602832,684.3898461673599,3080,0
premature_death_raw_value,MO13,low_birthweight_ci_high,262.0113488893588,0.0317672572852595,22.861556654751638,501.161141123966,3030,0
premature_death_raw_value,MO12,adult_smoking_ci_high,-122.20085162761008,0.03246335932558866,-234.19128879981224,-10.210414455407928,3080,0
premature_death_raw_value,MO13,broadband_access_raw_value,-84.84112019171947,0.03253248081529382,-162.6243846304434,-7.05785575299555,3080,0
premature_death_raw_value,MO15,income_inequality_denominator,0.0006024286485505285,0.03273487080757642,4.9472468769850685e-05,0.0011553848283312063,3065,0
premature_death_raw_value,MO12,teen_births_ci_high_white,0.2997061346975014,0.033287659344849875,0.023743436600036028,0.5756688327949668,2739,0
premature_death_raw_value,MO15,teen_births_ci_high_white,0.37847787347672723,0.033913839605036245,0.02875137387600596,0.7282043730774486,2739,0
premature_death_raw_value,MO14,premature_death_white,0.0009442499498607258,0.03403873178036022,7.112062294873625e-05,0.0018173792767727152,3035,0
premature_death_raw_value,MO14,broadband_access_ci_high,-106.73004491067161,0.034089807131726095,-205.44938107775096,-8.010708743592247,3080,0
premature_death_raw_value,MO13,premature_death_white,0.0010869647660804115,0.03622667081799316,6.975784731285003e-05,0.0021041716848479728,3035,0
premature_death_raw_value,MO12,motor_vehicle_crash_deaths_ci_high,0.38721422967353836,0.03624667875851529,0.02481125817446339,0.7496172011726133,2680,0
premature_death_raw_value,MO21,adult_obesity_ci_high,-83.83742661485152,0.03641284854527687,-162.3727018984129,-5.302151331290148,3080,0
premature_death_raw_value,MO11,life_expectancy_ci_low_white,0.8341284676813361,0.03657197708235553,0.05208893706554896,1.616167998297123,2977,0
premature_death_raw_value,MO13,income_inequality_denominator,0.0006677845558500592,0.03661345977558766,4.1562822467651364e-05,0.0012940062892324669,3065,0
premature_death_raw_value,MO13,firearm_fatalities_ci_high,0.3775094323736772,0.03673780500321505,0.02326183463720105,0.7317570301101533,2271,0
premature_death_raw_value,MO11,premature_age_adjusted_mortality_ci_low,-0.01965103111850139,0.03704929876341047,-0.03812165091934219,-0.0011804113176605811,3080,0
premature_death_raw_value,MO12,broadband_access_ci_low,-71.9250874123801,0.03707944459399044,-139.540500490034,-4.309674334726196,3080,0
premature_death_raw_value,MO21,premature_age_adjusted_mortality_white,0.013633783837111679,0.03747430373898672,0.0007902512952222326,0.026477316379001123,3035,0
premature_death_raw_value,MO21,injury_deaths_white,0.10343961718534012,0.03779583710193189,0.005831590026512581,0.20104764434416766,2957,0
premature_death_raw_value,MO21,income_inequality_denominator,0.0005460245055432513,0.03790797185576356,3.0481871648927687e-05,0.001061567139437575,3065,0
premature_death_raw_value,MO13,life_expectancy_raw_value,1.1980737019148135,0.038532978912630904,0.06321494756424939,2.332932456265378,3058,0
premature_death_raw_value,MO12,life_expectancy_white,0.8627178909331106,0.039482254784618635,0.04154583815097046,1.6838899437152506,2977,0
premature_death_raw_value,MO21,injury_deaths_ci_low,-0.1972483572651468,0.03978545944843815,-0.38528601183380384,-0.00921070269648977,3027,0
premature_death_raw_value,MO21,school_funding_adequacy_raw_value,-0.0005374120843081414,0.03986511351669058,-0.0010499350081099013,-2.488916050638146e-05,3015,0
